koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_disposition
8.5234958,3e-06,-3e-06,12.0756,0.595988,-0.595988,18942.0,199.239,-199.239,5238.0,104.524,-104.524,0.84,0.04,-0.04,34.6952,,,676.0,,,CONFIRMED
1.4468993,5.8e-06,-5.8e-06,4.98711,1.59253,-1.59253,549.0,1853.43,-1853.43,5238.0,104.524,-104.524,0.84,0.04,-0.04,1452.18,,,1719.0,,,CONFIRMED
2.8126485,6.9e-06,-6.9e-06,12.0658006,0.4648629,-0.4648629,13994.0625365,422.5832,-422.5832,5700.0,,,1.00957,,,614.5934084,,,1269.8918153,,,CONFIRMED
9.0702531,2.44e-05,-2.44e-05,5.7395383,1.2825527,-1.2825527,3806.1953378,157.00706,-157.00706,5509.1,115.8,-115.8,0.916742,0.041809,-0.041809,110.6280815,,,827.1534677,,,FALSE POSITIVE
5.436841,4.54e-05,-4.54e-05,7.79881,0.551239,-0.551239,2660.0,7.75501,-7.75501,7980.0,137.391,-137.391,1.49,0.06,-0.06,560.394,,,1355.0,,,CANDIDATE
2.3701119,1.45e-05,-1.45e-05,3.0793796,2.734467,-2.734467,2049.0263458,190.62766,-190.62766,4007.0,121.939,-121.939,0.684741,0.0659925,-0.0659925,122.1390568,,,847.8780456,,,CANDIDATE
8.3848067,1.11e-05,-1.11e-05,11.5945537,0.5370815,-0.5370815,11925.6417552,151.88492,-151.88492,5757.5,146.0,-146.0,1.02264,0.0460553,-0.0460553,181.6699451,,,936.3549718,,,CANDIDATE
6.2636501,0.0010456,-0.0010456,17.7665063,1.0933677,-1.0933677,7043.2784811,411.5855,-411.5855,6969.2,111.6,-111.6,2.04438,0.106935,-0.106935,1453.0093429,,,1574.6602021,,,FALSE POSITIVE
16.0475029,3.72e-05,-3.72e-05,19.3344,0.96526,-0.96526,13630.0,5.81755,-5.81755,6337.5,141.8,-141.8,1.6,0.07,-0.07,46.0707,,,725.0,,,FALSE POSITIVE
9.8302309,3.42e-05,-3.42e-05,27.5606205,7.7528214,-7.7528214,5116.722044,226.40634,-226.40634,6683.6,129.7,-129.7,2.86532,0.150535,-0.150535,1527.8873209,,,1594.5662998,,,CANDIDATE
17.7859152,6.25e-05,-6.25e-05,12.0078948,0.3323396,-0.3323396,6535.8664276,194.81377,-194.81377,5834.0,249.9,-249.9,1.38395,,,99.4145767,,,805.3455558,,,CANDIDATE
4.2002507,7.7e-06,-7.7e-06,14.9915,,,25670.0,13.2976,-13.2976,5709.9,94.7,-94.7,0.91,,,236.94,,,1093.0,,,CANDIDATE
24.7373412,0.0001405,-0.0001405,1.8439453,0.114573,-0.114573,6560.492087,296.41574,-296.41574,3131.0,,,0.215535,0.0065582,-0.0065582,0.1439176,,,157.0898896,,,CONFIRMED
3.7779418,8.5e-06,-8.5e-06,1.5659937,0.207439,-0.207439,3469.450739,430.44,-430.44,3131.0,,,0.215535,0.0065582,-0.0065582,5.7174182,,,394.3844097,,,CONFIRMED
3.5511203,0.0006419,-0.0006419,13.8379,,,19660.0,16.8448,-16.8448,5321.0,122.0,-122.0,0.98,,,258.816,,,1117.0,,,CANDIDATE
2.7754004,2.9e-06,-2.9e-06,15.2778,0.829311,-0.829311,8510.0,203.366,-203.366,5905.0,181.5,-181.5,1.62,0.09,-0.09,966.571,,,1553.0,,,CANDIDATE
4.0483695,2.9e-06,-2.9e-06,13.766,0.663576,-0.663576,12060.0,1.29187,-1.29187,6054.0,133.7,-133.7,1.24,0.06,-0.06,413.846,,,1256.0,,,CANDIDATE
5.0182311,8.6e-06,-8.6e-06,13.248,,,16210.0,6.87516,-6.87516,5487.0,122.0,-122.0,1.02,,,112.463,,,907.0,,,CANDIDATE
3.7257237,8.7e-06,-8.7e-06,11.5792771,0.6387604,-0.6387604,8787.4795537,155.82101,-155.82101,5698.0,117.7,-117.7,1.1429501,0.0586935,-0.0586935,553.4075728,,,1237.0322556,,,CANDIDATE
3.9704457,0.0010998,-0.0010998,11.7222736,1.6124917,-1.6124917,3689.4781363,239.78801,-239.78801,5840.0,123.0,-123.0,1.89732,0.108567,-0.108567,1506.4365626,,,1588.9398662,,,CANDIDATE
4.2102425,8.9e-06,-8.9e-06,8.4263554,0.270197,-0.270197,9271.0628122,267.3332,-267.3332,4927.6,108.4,-108.4,0.816613,,,155.5183712,,,900.6689155,,,CANDIDATE
5.9839451,8.2e-06,-8.2e-06,10.7016592,0.6056152,-0.6056152,3826.4375501,43.206295,-43.206295,5609.0,130.3,-130.3,1.71761,0.0898895,-0.0898895,632.2914999,,,1278.9368045,,,CONFIRMED
3.4843271,6.2e-06,-6.2e-06,15.9782,0.771312,-0.771312,10320.0,2.33956,-2.33956,7250.0,169.5,-169.5,1.57,0.07,-0.07,1741.71,,,1799.0,,,CANDIDATE
13.1147744,0.0001045,-0.0001045,9.79059,0.763535,-0.763535,3890.0,11.7603,-11.7603,5496.1,115.0,-115.0,1.54,0.08,-0.08,95.9399,,,871.0,,,CANDIDATE
18.3877081,2.93e-05,-2.93e-05,6.3790962,0.2959154,-0.2959154,1191.0283192,25.177616,-25.177616,6382.7,111.3,-111.3,1.76557,0.072387,-0.072387,211.2844875,,,972.3814218,,,CONFIRMED
2.9887654,1.5e-06,-1.5e-06,14.0699828,0.7781713,-0.7781713,15493.9490407,99.22328,-99.22328,5639.0,144.5,-144.5,1.12141,0.061206,-0.061206,690.1555373,,,1307.2435081,,,CONFIRMED
6.0027375,0.0002206,-0.0002206,8.72806,,,6100.0,4.3767,-4.3767,5633.0,,,1.08,,,475.015,,,,,,FALSE POSITIVE
3.5985851,2.06e-05,-2.06e-05,11.8109,,,6710.0,5.61901,-5.61901,6303.0,122.0,-122.0,1.45,,,1318.02,,,1678.0,,,CANDIDATE
4.5815438,8.8e-06,-8.8e-06,15.1889,,,19550.0,6.102,-6.102,5525.0,122.0,-122.0,1.07,,,290.593,,,1150.0,,,CANDIDATE
4.4817684,2.5e-06,-2.5e-06,19.0204,0.867642,-0.867642,21180.0,1.00645,-1.00645,6734.0,131.5,-131.5,1.25,0.06,-0.06,277.661,,,1137.0,,,CANDIDATE
3.1711207,1.05e-05,-1.05e-05,13.924729,0.3152978,-0.3152978,8504.6805867,181.49634,-181.49634,6140.0,122.0,-122.0,1.45618,,,1369.1513607,,,1551.4315362,,,CANDIDATE
3.8229149,7.3e-06,-7.3e-06,13.5313,1.24899,-1.24899,11780.0,1.90456,-1.90456,6166.4,145.1,-145.1,1.21,0.11,-0.11,598.34,,,1377.0,,,CANDIDATE
3.7494409,1.04e-05,-1.04e-05,13.2544,0.648718,-0.648718,4860.0,5.1954,-5.1954,7899.0,143.5,-143.5,1.89,0.06,-0.06,1186.51,,,1635.0,,,CANDIDATE
3.4580018,0.0001485,-0.0001485,14.7324849,0.8543144,-0.8543144,10218.255838,154.09003,-154.09003,6427.8,105.1,-105.1,1.2663,0.0721458,-0.0721458,1028.4855924,,,1444.3395468,,,CANDIDATE
3.7146478,1.5e-06,-1.5e-06,15.2308,0.759299,-0.759299,12620.0,0.126216,-0.126216,5783.0,125.2,-125.2,1.32,0.07,-0.07,698.148,,,1432.0,,,CONFIRMED
3.1901569,2.6e-06,-2.6e-06,15.146461,1.6026084,-1.6026084,3648.2442456,126.462425,-126.462425,6474.57,100.19,-100.19,1.98958,0.101487,-0.101487,2876.2951268,,,1867.7902797,,,FALSE POSITIVE
3.397862,0.0001937,-0.0001937,18.3834,0.865094,-0.865094,9960.0,0.92863,-0.92863,6590.0,230.5,-230.5,1.83,0.08,-0.08,2031.47,,,1870.0,,,CONFIRMED
3.5838508,6.4e-06,-6.4e-06,12.4141,0.705201,-0.705201,12480.0,3.43857,-3.43857,5450.0,122.5,-122.5,1.08,0.06,-0.06,409.771,,,1253.0,,,CANDIDATE
3.0183134,3.7e-06,-3.7e-06,9.10865,,,8960.0,0.799979,-0.799979,5238.0,,,0.93,,,388.439,,,,,,CANDIDATE
4.52074,8.8e-06,-8.8e-06,13.7321,0.68157,-0.68157,8520.0,1.18985,-1.18985,6050.0,127.6,-127.6,1.49,0.07,-0.07,713.859,,,1440.0,,,CONFIRMED
4.6965638,1.23e-05,-1.23e-05,16.2589,0.838734,-0.838734,12380.0,5.09598,-5.09598,6502.7,102.7,-102.7,1.43,0.07,-0.07,459.903,,,1290.0,,,CANDIDATE
4.0266483,1.76e-05,-1.76e-05,1.90189,0.122182,-0.122182,754.0,42.6743,-42.6743,5276.5,105.2,-105.2,0.78,0.04,-0.04,213.735,,,1065.0,,,FALSE POSITIVE
9.5835608,8.87e-05,-8.87e-05,12.6233,5.27326,-5.27326,1150.0,620.049,-620.049,5781.0,127.7,-127.7,1.91,0.1,-0.1,372.192,,,1223.0,,,CANDIDATE
5.4566563,1.66e-05,-1.66e-05,10.9408,0.652522,-0.652522,4160.0,1.24686,-1.24686,5674.8,171.9,-171.9,1.72,0.1,-0.1,381.078,,,1230.0,,,CONFIRMED
3.587158,4.9e-06,-4.9e-06,10.0104,0.534459,-0.534459,3120.0,2.94354,-2.94354,6495.7,26.9,-26.9,1.75,0.07,-0.07,177.312,,,1016.0,,,CANDIDATE
61.6277,0.0001314,-0.0001314,11.7392,0.566858,-0.566858,8878.0,1.61719,-1.61719,5581.0,229.7,-229.7,1.07,0.05,-0.05,21.7464,,,601.0,,,CONFIRMED
2.4238226,0.0001365,-0.0001365,12.2562719,0.2481941,-0.2481941,16167.1783697,301.42267,-301.42267,5410.0,,,0.93,,,549.914052,,,1235.0753497,,,CONFIRMED
0.7460577,5.4e-06,-5.4e-06,1.77725,0.138915,-0.138915,240.0,0.819184,-0.819184,6162.0,129.2,-129.2,1.13,0.05,-0.05,6994.61,,,2547.0,,,CANDIDATE
8.493027,5.4e-06,-5.4e-06,20.982,1.04786,-1.04786,20750.0,7.61364,-7.61364,6287.0,134.4,-134.4,1.41,0.06,-0.06,246.718,,,1104.0,,,FALSE POSITIVE
1.4711386,0.0003985,-0.0003985,6.70217,0.44964,-0.44964,839.0,1.76496,-1.76496,6514.0,128.0,-128.0,2.19,0.1,-0.1,1889.26,,,1836.0,,,CANDIDATE
2.682814,8.7e-06,-8.7e-06,23.5198,,,1080.0,7.25639,-7.25639,8528.0,124.0,-124.0,5.28,,,852.855,,,1505.0,,,CANDIDATE
3.6039259,2.77e-05,-2.77e-05,9.20389,1.44347,-1.44347,940.0,0.578856,-0.578856,7080.0,182.6,-182.6,3.05,0.47,-0.47,1930.96,,,1846.0,,,CANDIDATE
5.73436,1.15e-05,-1.15e-05,21.0528,5.05458,-5.05458,17740.0,2524.56,-2524.56,4405.0,132.3,-132.3,0.86,0.07,-0.07,19.8561,,,588.0,,,FALSE POSITIVE
4.1554362,4.51e-05,-4.51e-05,11.1924,0.847506,-0.847506,1020.0,1.92433,-1.92433,6352.0,133.8,-133.8,3.53,0.21,-0.21,2704.62,,,2009.0,,,CANDIDATE
13.4758478,2.19e-05,-2.19e-05,1.9840882,0.2365942,-0.2365942,708.9461601,50.810562,-50.810562,4111.0,171.0,-171.0,0.618173,0.0598643,-0.0598643,10.1837519,,,455.6136246,,,CONFIRMED
5.3376282,1.95e-05,-1.95e-05,16.1323,,,2060.0,1.8922,-1.8922,4825.0,27.1,-27.1,3.5,,,63.1216,,,785.0,,,CANDIDATE
6.0210332,0.0008054,-0.0008054,18.8835,,,7500.0,33.8771,-33.8771,7668.0,,,1.93,,,635.657,,,,,,CANDIDATE
1.3326579,1.8e-06,-1.8e-06,11.5968325,0.5114164,-0.5114164,37285.6090775,893.5374,-893.5374,3947.0,157.0,-157.0,0.594491,0.0222335,-0.0222335,195.7065144,,,953.9400228,,,CANDIDATE
4.9088819,1.37e-05,-1.37e-05,15.9619759,1.0882329,-1.0882329,5548.8279627,147.1569,-147.1569,6606.0,128.386,-128.386,2.09179,0.122548,-0.122548,1882.9021211,,,1680.067326,,,CONFIRMED
1.4509175,9e-07,-9e-07,20.5418,5.83122,-5.83122,7270.0,1789.51,-1789.51,6472.0,133.132,-133.132,1.24,0.06,-0.06,2374.67,,,1944.0,,,CANDIDATE
4.724665,4.19e-05,-4.19e-05,12.5337443,0.737345,-0.737345,6163.2889314,202.36102,-202.36102,5385.7,5384.3,-5384.3,1.5727,,,729.5242428,,,1325.4998462,,,CANDIDATE
3.3639254,1.56e-05,-1.56e-05,3.0449863,0.2114907,-0.2114907,422.0610761,29.08252,-29.08252,5890.3,57.0,-57.0,1.28018,0.0545025,-0.0545025,874.7955667,,,1387.0636575,,,CONFIRMED
13.0393586,0.0043165,-0.0043165,3.3482223,1.2696187,-1.2696187,625.5995687,58.03166,-58.03166,5890.3,57.0,-57.0,1.31383,0.136209,-0.136209,243.5260946,,,1007.5256829,,,CONFIRMED
2.1538959,0.0001627,-0.0001627,16.0166732,1.006073,-1.006073,96363.0926604,5937.473,-5937.473,3148.0,157.0,-157.0,0.483749,0.0205474,-0.0205474,31.4140709,,,603.8106997,,,FALSE POSITIVE
13.3572104,2.49e-05,-2.49e-05,19.2978,4.69083,-4.69083,29950.0,5.54543,-5.54543,6636.1,780.6,-780.6,1.12,0.27,-0.27,158.626,,,988.0,,,CANDIDATE
15.2010859,0.0008081,-0.0008081,21.1122163,0.1653354,-0.1653354,35221.1348039,352.6378,-352.6378,6042.0,122.0,-122.0,1.0687701,,,87.587938,,,780.2446961,,,CANDIDATE
2.2687617,3.7e-06,-3.7e-06,12.4983488,0.396667,-0.396667,13217.8124266,246.44028,-246.44028,5690.0,122.0,-122.0,1.0785,,,949.2189656,,,1415.6677914,,,CANDIDATE
1.8531628,2.1e-06,-2.1e-06,13.5946,,,34220.0,21.0259,-21.0259,5355.0,56.4,-56.4,0.68,,,672.909,,,1418.0,,,CANDIDATE
6.3187442,3.5e-06,-3.5e-06,16.8683,,,28370.0,1.15734,-1.15734,4961.0,105.7,-105.7,0.98,,,139.993,,,958.0,,,CANDIDATE
8.2500143,2.61e-05,-2.61e-05,11.8684,2.5386,-2.5386,2250.0,202.133,-202.133,7386.5,203.3,-203.3,1.59,0.07,-0.07,1610.36,,,1764.0,,,CANDIDATE
12.4724734,1.34e-05,-1.34e-05,12.11,,,23020.0,3.13718,-3.13718,4966.0,41.1,-41.1,0.79,,,30.1565,,,652.0,,,CANDIDATE
11.1452784,3.7e-05,-3.7e-05,2.0671456,2.1233275,-2.1233275,566.2736451,47.23385,-47.23385,5302.58,20.9902,-20.9902,0.848675,0.0516382,-0.0516382,56.9132658,,,700.5241733,,,CONFIRMED
10.3558635,1.8e-05,-1.8e-05,17.6401,0.961529,-0.961529,18740.0,12.705,-12.705,5896.0,126.7,-126.7,1.26,0.06,-0.06,102.964,,,887.0,,,CANDIDATE
2.4125012,4.4e-06,-4.4e-06,13.7942,,,10860.0,22.7485,-22.7485,6190.0,122.0,-122.0,1.22,,,369.1,,,1221.0,,,CANDIDATE
1.2207037,8e-07,-8e-07,17.4662,,,25580.0,1.12016,-1.12016,5991.0,122.0,-122.0,1.06,,,2232.93,,,1915.0,,,CANDIDATE
0.5474737,2.4e-06,-2.4e-06,10.9219,,,1430.0,2.12441,-2.12441,5073.0,5126.8,-5126.8,2.84,,,5430.93,,,2391.0,,,FALSE POSITIVE
3.0235362,1.9e-06,-1.9e-06,13.178,,,26980.0,1.46606,-1.46606,5141.0,122.0,-122.0,0.78,,,203.691,,,1052.0,,,CANDIDATE
3.4562767,6.5e-06,-6.5e-06,10.5605032,0.8884846,-0.8884846,20448.8800177,122.564735,-122.564735,4404.0,121.8,-121.8,0.752032,0.0624674,-0.0624674,121.8298519,,,847.3409174,,,CANDIDATE
1.0649771,2.2e-06,-2.2e-06,12.4794,,,14670.0,61.3147,-61.3147,5427.0,122.0,-122.0,0.97,,,1643.06,,,1773.0,,,CANDIDATE
0.8715953,7e-07,-7e-07,10.5535,,,6610.0,7.38147,-7.38147,5969.0,122.0,-122.0,1.21,,,4579.31,,,2291.0,,,CANDIDATE
11.4856846,3.62e-05,-3.62e-05,16.3774861,0.4028077,-0.4028077,11370.1513147,323.72763,-323.72763,5893.0,122.0,-122.0,1.42198,,,210.1873793,,,971.1166682,,,CANDIDATE
0.5568095,8.9e-06,-8.9e-06,9.6870229,0.6701487,-0.6701487,45140.5350425,3374.4705,-3374.4705,3116.0,101.0,-101.0,0.439738,0.0167967,-0.0167967,235.6927628,,,999.3239856,,,CONFIRMED
9.7130596,1.32e-05,-1.32e-05,12.3196,,,3540.0,5.49325,-5.49325,6125.1,475.0,-475.0,1.88,,,54.3894,,,1027.4530905,,,CANDIDATE
6.6314357,1.17e-05,-1.17e-05,13.188691,1.5463964,-1.5463964,10550.9077716,729.7784,-729.7784,5752.2,5808.8,-5808.8,1.07899,0.0533744,-0.0533744,232.9433928,,,996.3968565,,,CANDIDATE
0.907105,5.9e-06,-5.9e-06,7.82059,3.09134,-3.09134,1430.0,614.765,-614.765,6164.0,126.6,-126.6,1.13,0.05,-0.05,28442.1,,,3617.0,,,FALSE POSITIVE
18.1960491,0.0032317,-0.0032317,8.8304863,0.8831822,-0.8831822,2203.3245309,245.09373,-245.09373,7811.0,143.047,-143.047,1.67013,0.0747588,-0.0747588,1455.4719337,,,1575.3269703,,,CANDIDATE
7.4547813,2.92e-05,-2.92e-05,14.5247965,1.0643468,-1.0643468,2508.5862836,99.39791,-99.39791,6502.0,138.8,-138.8,2.8327301,0.138166,-0.138166,1902.7550776,,,1684.4784991,,,CANDIDATE
3.1054901,2.4e-06,-2.4e-06,15.7521647,0.100251,-0.100251,6155.7750978,46.174076,-46.174076,7176.0,1003.8,-1003.8,1.90224,,,2621.0201325,,,1824.8927205,,,CANDIDATE
15.3281169,0.0005369,-0.0005369,16.4071897,1.8827407,-1.8827407,30096.5339932,2044.5294,-2044.5294,5417.0,122.0,-122.0,0.943467,,,49.0176948,,,674.851116,,,CANDIDATE
2.21674,,,18.2508,0.896431,-0.896431,4580.0,0.38871,-0.38871,6250.0,,,2.66,0.13,-0.13,2007.96,,,1864.0,,,CONFIRMED
0.9112206,8.03e-05,-8.03e-05,7.3931803,0.5033327,-0.5033327,71047.5639651,4714.7026,-4714.7026,2999.0,157.0,-157.0,0.274907,0.0089431,-0.0089431,40.9351669,,,645.1250281,,,CANDIDATE
4.880964,9.9e-06,-9.9e-06,9.7354897,3.3246431,-3.3246431,3385.5526856,256.1717,-256.1717,6309.0,130.575,-130.575,1.27132,0.0568342,-0.0568342,626.1274546,,,1275.8083387,,,CONFIRMED
3.0652926,4.4e-06,-4.4e-06,13.3524,0.703704,-0.703704,11240.0,2.06253,-2.06253,6229.0,130.095,-130.095,1.22,0.06,-0.06,649.429,,,1406.0,,,CONFIRMED
9.1720535,0.0009147,-0.0009147,9.02881,,,580.0,2.98453,-2.98453,4933.0,122.0,-122.0,3.79,,,293.374,,,1152.0,,,CONFIRMED
1.4436706,2e-07,-2e-07,20.6713,1.12834,-1.12834,43370.0,0.0617889,-0.0617889,5465.0,129.9,-129.9,0.94,0.05,-0.05,964.415,,,1552.0,,,CANDIDATE
0.5136096,2.22e-05,-2.22e-05,7.4237633,10.844878,-10.844878,3098.8049112,376.13086,-376.13086,5270.0,122.0,-122.0,1.33222,,,8342.9651284,,,2437.5293666,,,CANDIDATE
4.773751,0.0004928,-0.0004928,14.861327,0.6261328,-0.6261328,11156.3496198,596.8062,-596.8062,5904.3,78.7,-78.7,1.2413,,,520.1148845,,,758.0,,,CANDIDATE
3.375591,0.0003311,-0.0003311,13.2361,0.657366,-0.657366,11630.0,4.01206,-4.01206,6408.0,132.3,-132.3,1.22,0.06,-0.06,1112.75,,,1609.0,,,CANDIDATE
5.9242661,3.6e-06,-3.6e-06,9.3440442,0.618929,-0.618929,11796.3303624,102.72714,-102.72714,5310.0,,,0.846671,0.0549573,-0.0549573,120.7076171,,,845.3828218,,,CONFIRMED
2.229735,2.9e-06,-2.9e-06,12.7809294,0.2479512,-0.2479512,6708.4441146,159.96219,-159.96219,5913.0,122.0,-122.0,1.37479,,,1760.6957688,,,1652.1171129,,,CANDIDATE
7.3164282,3.4e-06,-3.4e-06,17.3698,,,37130.0,9.74823,-9.74823,4884.0,122.0,-122.0,0.83,,,49.3074,,,738.0,,,FALSE POSITIVE
2.967599,4.7e-06,-4.7e-06,8.00413,,,10410.0,4.96338,-4.96338,4396.0,122.0,-122.0,0.76,,,75.0167,,,819.0,,,CANDIDATE
4.7277153,2.87e-05,-2.87e-05,6.45464,,,4000.0,6.25762,-6.25762,5601.0,122.0,-122.0,1.05,,,193.697,,,1039.0,,,CANDIDATE
7.7898378,0.0010879,-0.0010879,9.36784,,,11390.0,11.4617,-11.4617,5091.5,71.8,-71.8,0.85,,,77.3001,,,826.0,,,CANDIDATE
2.7985528,5.6e-06,-5.6e-06,12.3741,,,12220.0,3.88479,-3.88479,5416.0,122.0,-122.0,1.09,,,406.289,,,1250.0,,,CANDIDATE
8.8759249,1.59e-05,-1.59e-05,16.5775949,0.3502983,-0.3502983,25757.0688203,528.6944,-528.6944,5528.3,122.8,-122.8,1.02337,,,141.6296114,,,879.8492444,,,CANDIDATE
1.2558789,7e-07,-7e-07,14.1053,0.906689,-0.906689,22260.0,1.86118,-1.86118,4926.0,126.5,-126.5,0.91,0.06,-0.06,681.251,,,1423.0,,,CANDIDATE
10.7510107,5.14e-05,-5.14e-05,2.3581827,1.7880001,-1.7880001,638.0928566,61.79254,-61.79254,5784.0,55.0,-55.0,0.918917,0.0420301,-0.0420301,90.8412638,,,787.3911722,,,CONFIRMED
6.19132,0.003482,-0.003482,1.759371,2.874777,-2.874777,345.240264,62.78886,-62.78886,5784.0,55.0,-55.0,0.929557,0.09191,-0.09191,219.1278279,,,981.282679,,,CONFIRMED
5.0183771,2.34e-05,-2.34e-05,10.7644,,,2500.0,2.23335,-2.23335,5011.2,64.5,-64.5,2.15,,,187.484,,,1030.0,,,CANDIDATE
3.6257584,7.7e-06,-7.7e-06,12.2058,,,10450.0,2.83401,-2.83401,5606.0,122.0,-122.0,1.17,,,377.929,,,1228.0,,,CANDIDATE
3.790687,0.0008155,-0.0008155,12.9604,,,15240.0,29.9939,-29.9939,5542.0,122.0,-122.0,1.02,,,417.971,,,1259.0,,,CANDIDATE
3.9602774,4e-06,-4e-06,24.4489,3.12811,-3.12811,6193.0,10789.2,-10789.2,5863.0,125.7,-125.7,1.04,0.05,-0.05,149.866,,,974.0,,,FALSE POSITIVE
2.8456505,2.7e-06,-2.7e-06,6.4972,0.322797,-0.322797,2681.0,77.5813,-77.5813,6112.0,132.1,-132.1,1.3,0.06,-0.06,758.965,,,1462.0,,,CANDIDATE
7.7517472,3.92e-05,-3.92e-05,11.6856,,,861.0,45.338,-45.338,5133.0,122.0,-122.0,4.75,,,123.828,,,929.0,,,FALSE POSITIVE
1.1159326,2.8e-06,-2.8e-06,6.17322,0.358551,-0.358551,840.0,1.58388,-1.58388,6859.0,136.4,-136.4,1.68,0.07,-0.07,1667.72,,,1780.0,,,CANDIDATE
6.203496,3.9e-05,-3.9e-05,9.93735,,,810.0,40.4389,-40.4389,4859.0,122.0,-122.0,3.98,,,375.554,,,1226.0,,,CONFIRMED
5.7525797,1.3e-06,-1.3e-06,12.7442838,0.5870171,-0.5870171,5284.9525713,26.201511,-26.201511,6180.0,,,1.70927,0.0782412,-0.0782412,828.8267593,,,1368.4712903,,,CONFIRMED
12.9281223,0.0022141,-0.0022141,9.974436,0.2938442,-0.2938442,4105.1705253,205.48228,-205.48228,6332.0,,,1.39271,,,154.407415,,,899.0560909,,,CANDIDATE
3.1630387,3.65e-05,-3.65e-05,6.82612,1.86481,-1.86481,1130.0,156.146,-156.146,6187.0,128.6,-128.6,1.34,0.06,-0.06,17348.8,,,3197.0,,,FALSE POSITIVE
1.9126596,4.5e-06,-4.5e-06,2.2474,0.120633,-0.120633,372.0,16.6071,-16.6071,5601.4,105.1,-105.1,1.24,0.05,-0.05,943.042,,,1543.0,,,CANDIDATE
1.476869,2.9e-06,-2.9e-06,13.2219,4.68994,-4.68994,2670.0,952.186,-952.186,6712.0,184.6,-184.6,1.37,0.06,-0.06,7685.32,,,2608.0,,,FALSE POSITIVE
3.4082154,7.2e-06,-7.2e-06,16.7879,0.808215,-0.808215,10060.0,1.60695,-1.60695,6231.4,103.1,-103.1,1.59,0.07,-0.07,1192.31,,,1637.0,,,CANDIDATE
6.4967452,0.0006987,-0.0006987,19.5904,7.24615,-7.24615,4930.0,1769.73,-1769.73,5186.9,196.0,-196.0,1.53,0.11,-0.11,160.453,,,991.0,,,CANDIDATE
3.4523955,5.1e-06,-5.1e-06,10.2673,,,13260.0,8.54726,-8.54726,5614.0,123.0,-123.0,0.94,,,139.443,,,957.0,,,CANDIDATE
3.8539027,4.3e-06,-4.3e-06,11.8808,0.57189,-0.57189,14520.0,1.1811,-1.1811,5805.0,129.2,-129.2,0.93,0.04,-0.04,374.407,,,1225.0,,,CANDIDATE
5.066175,4.6e-06,-4.6e-06,7.69012,0.42506,-0.42506,1350.0,0.859562,-0.859562,5868.0,190.0,-190.0,2.17,0.449728,-0.449728,311.3397198,,,1071.3426196,,,CANDIDATE
0.6293198,1.2e-06,-1.2e-06,4.46635,0.342805,-0.342805,3730.0,7.90253,-7.90253,5508.0,134.6,-134.6,0.79,0.04,-0.04,2516.29,,,1973.0,,,FALSE POSITIVE
3.1292868,5.1e-06,-5.1e-06,12.0419,0.785006,-0.785006,7430.0,11.999,-11.999,6078.0,132.2,-132.2,1.32,0.07,-0.07,400.405,,,1246.0,,,CANDIDATE
2.5981987,2.8e-06,-2.8e-06,11.5397,0.782465,-0.782465,14260.0,23.0154,-23.0154,5516.0,132.7,-132.7,0.93,0.05,-0.05,233.319,,,1088.0,,,CANDIDATE
1.5292851,3.6e-06,-3.6e-06,12.6875,1.85386,-1.85386,2800.0,3.39267,-3.39267,6295.5,447.1,-447.1,2.21,0.31,-0.31,623.678,,,1392.0,,,CANDIDATE
2.4756487,1.06e-05,-1.06e-05,5.25914,,,4370.0,4.96362,-4.96362,4633.0,122.0,-122.0,0.8,,,321.692,,,1179.0,,,CANDIDATE
3.4711465,7.6e-06,-7.6e-06,11.1759,,,10070.0,11.3581,-11.3581,5593.0,122.0,-122.0,1.05,,,148.699,,,972.0,,,CANDIDATE
3.5746058,1.15e-05,-1.15e-05,11.6965,0.81782,-0.81782,6040.0,15.846,-15.846,6257.0,133.3,-133.3,1.37,0.07,-0.07,127.934,,,936.0,,,CANDIDATE
4.0944492,1.33e-05,-1.33e-05,12.8011,0.755192,-0.755192,5890.0,1.51019,-1.51019,5650.0,128.6,-128.6,1.6,0.09,-0.09,711.268,,,1438.0,,,CANDIDATE
2.1415519,1.77e-05,-1.77e-05,4.72287,0.35464,-0.35464,1060.0,2.10881,-2.10881,5530.0,127.5,-127.5,1.48,0.08,-0.08,1363.83,,,1693.0,,,CANDIDATE
3.4180406,1.23e-05,-1.23e-05,6.58171,0.485075,-0.485075,5200.0,5.81054,-5.81054,5001.0,128.7,-128.7,0.89,0.06,-0.06,201.62,,,1049.0,,,CANDIDATE
3.6977167,2.2e-06,-2.2e-06,2.942044,0.2132582,-0.2132582,4755.6707294,122.93876,-122.93876,3607.0,,,0.397924,0.011947,-0.011947,19.1944226,,,533.8429511,,,CONFIRMED
3.8821916,4.02e-05,-4.02e-05,5.57096,,,2670.0,126.349,-126.349,5283.0,,,0.95,,,1093.46,,,,,,CANDIDATE
3.6506781,7.7e-06,-7.7e-06,12.1655,,,20370.0,7.53433,-7.53433,5343.0,122.0,-122.0,0.84,,,273.621,,,1133.0,,,CANDIDATE
