pl_orbper,pl_trandeperr1,st_tefferr1,pl_eqt,pl_rade,st_raderr2,pl_trandeperr2,pl_radeerr1,ra,pl_trandep,pl_insolerr1,st_rad,pl_orbpererr1,st_teff,pl_radeerr2,pl_orbpererr2,st_tefferr2,pl_insol,st_raderr1,dec,pl_insolerr2,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
0.962827066,3.7,198.0,3399.0,29.27,-1.147,-3.7,3.96,297.68881,86.3,14245.65,3.028,4.891e-06,6534.0,-11.09,-4.891e-06,-198.0,31471.91,0.41,40.643661,-20733.67,FALSE POSITIVE,Kepler,9.666446499339498,23.324324324324323
8.679037,17.3,190.0,949.0,1.79,-0.143,-17.3,0.59,288.77182,301.6,188.93,1.027,3.976e-05,6117.0,-0.25,-3.976e-05,-212.0,191.84,0.334,42.213219,-68.41,CONFIRMED,Kepler,1.7429406037000976,17.433526011560694
11.1296971,30.0,190.0,843.0,1.93,-0.097,-30.0,0.62,296.60141,371.0,115.92,0.964,9.103e-05,6122.0,-0.2,-9.103e-05,-232.0,119.44,0.309,44.32526,-36.66,CONFIRMED,Kepler,2.0020746887966805,12.366666666666667
2.7296036,8.8,70.0,1455.0,1.53,-0.175,-8.8,0.26,293.98871,145.6,466.02,1.235,1.312e-05,5887.0,-0.22,-1.312e-05,-79.0,1056.15,0.213,46.718021,-319.04,CONFIRMED,Kepler,1.2388663967611335,16.545454545454543
3.11604194,21.1,175.0,1123.0,1.59,-0.059,-21.1,0.43,295.35446,345.2,315.68,0.86,1.188e-05,5591.0,-0.11,-1.188e-05,-194.0,375.55,0.237,48.5154,-92.68,CONFIRMED,Kepler,1.8488372093023258,16.360189573459714
46.82767725,52.9,77.0,276.0,2.13,-0.041,-52.9,0.12,284.94098,1537.7,0.28,0.537,9.794e-05,3879.0,-0.16,-9.794e-05,-85.0,1.37,0.03,46.56654,-0.3,CONFIRMED,Kepler,3.966480446927374,29.068052930056712
12.7372371,9.4,108.0,697.0,0.87,-0.052,-9.4,0.09,294.35092,100.8,17.76,0.868,0.0001298,5420.0,-0.05,-0.0001298,-97.0,55.82,0.09,50.081089,-9.93,CONFIRMED,Kepler,1.0023041474654377,10.723404255319148
40.0306267,12.8,104.0,617.0,2.01,-0.259,-12.8,0.35,295.84653,214.5,16.13,1.373,0.0003401,5855.0,-0.38,-0.0003401,-116.0,34.19,0.235,49.936131,-13.41,CONFIRMED,Kepler,1.4639475600873997,16.7578125
0.679336747,7.7,73.0,1883.0,1.4,-0.055,-7.7,0.16,283.92004,240.7,913.26,0.913,8.23e-07,5440.0,-0.08,-8.23e-07,-81.0,2982.78,0.103,40.740131,-501.97,CONFIRMED,Kepler,1.533406352683461,31.25974025974026
213.6103207,242.0,160.0,291.0,46.07,-0.075,-242.0,11.39,290.75183,110990.0,1.24,0.845,0.000173,5931.0,-4.09,-0.000173,-178.0,1.69,0.209,49.972301,-0.45,FALSE POSITIVE,Kepler,54.5207100591716,458.6363636363636
170.8658492,40.3,119.0,387.0,24.4,-0.233,-40.3,3.85,281.05594,29841.0,2.4,1.324,0.000125,5989.0,-4.3,-0.000125,-119.0,5.33,0.209,43.92374,-1.99,FALSE POSITIVE,Kepler,18.429003021148034,740.4714640198512
21.47642727,2293.0,0.0,655.0,59.5,0.0,-2293.0,0.0,290.23032,348130.0,0.0,1.0,2.444e-05,5780.0,0.0,-2.444e-05,0.0,43.52,0.0,37.777481,0.0,CANDIDATE,Kepler,59.5,151.82293938072394
17.5509742,530.0,0.0,700.0,5.97,0.0,-530.0,0.0,290.23032,3859.0,0.0,1.0,0.0003391,5780.0,0.0,-0.0003391,0.0,56.9,0.0,37.777481,0.0,FALSE POSITIVE,Kepler,5.97,7.281132075471698
88.5122014,43.3,111.0,390.0,4.7,-0.075,-43.3,0.61,296.13281,2518.7,2.08,0.945,0.0002736,5593.0,-0.37,-0.0002736,-111.0,5.47,0.122,48.977402,-1.19,CONFIRMED,Kepler,4.973544973544974,58.16859122401848
10.21507506,17.4,75.0,780.0,1.5,-0.088,-17.4,0.17,288.10608,258.6,27.17,0.95,8.238e-05,5406.0,-0.14,-8.238e-05,-75.0,87.48,0.108,38.659061,-19.37,FALSE POSITIVE,Kepler,1.5789473684210527,14.862068965517244
8.3806973,65.3,202.0,701.0,1.91,-0.058,-65.3,0.34,293.24487,650.8,35.78,0.735,0.0001742,5062.0,-0.15,-0.0001742,-157.0,57.04,0.132,45.298279,-14.38,FALSE POSITIVE,Kepler,2.5986394557823127,9.966309341500766
31.0572947,46.6,177.0,480.0,1.85,-0.057,-46.6,0.34,295.62469,636.6,7.33,0.734,0.0002303,5395.0,-0.14,-0.0002303,-144.0,12.57,0.132,42.545898,-2.98,CONFIRMED,Kepler,2.5204359673024523,13.660944206008583
15.1622287,18.7,174.0,829.0,3.12,-0.129,-18.7,1.09,294.33847,479.8,114.89,1.112,0.000124,6325.0,-0.36,-0.000124,-261.0,111.74,0.388,50.33654,-37.97,CONFIRMED,Kepler,2.805755395683453,25.65775401069519
10.04378351,16.6,174.0,951.0,2.94,-0.129,-16.6,1.03,294.33847,437.9,198.85,1.112,6.551e-05,6325.0,-0.34,-6.551e-05,-261.0,193.39,0.388,50.33654,-65.71,CONFIRMED,Kepler,2.6438848920863305,26.37951807228915
7.10397925,26.0,166.0,818.0,1.51,-0.07,-26.0,0.31,297.90738,370.5,68.12,0.789,2.424e-05,5488.0,-0.14,-2.424e-05,-149.0,105.84,0.164,45.03231,-27.11,CANDIDATE,Kepler,1.9138149556400506,14.25
4.5513988,11.4,80.0,907.0,1.13,-0.062,-11.4,0.04,286.48364,188.7,24.49,0.84,2.001e-05,5009.0,-0.09,-2.001e-05,-80.0,159.65,0.034,46.752621,-31.24,CONFIRMED,Kepler,1.3452380952380951,16.552631578947366
10.91274065,26.5,77.0,443.0,2.13,-0.041,-26.5,0.12,292.29459,1387.2,1.88,0.539,1.465e-05,3834.0,-0.16,-1.465e-05,-84.0,9.12,0.03,40.591789,-2.0,CONFIRMED,Kepler,3.951762523191094,52.347169811320754
12.2141545,27.6,193.0,683.0,18.13,-0.068,-27.6,3.48,299.03641,535.8,32.51,0.824,0.0001869,5435.0,-1.49,-0.0001869,-193.0,51.37,0.158,40.583172,-13.95,FALSE POSITIVE,Kepler,22.00242718446602,19.413043478260867
3.732261,12.1,155.0,1119.0,1.09,-0.1,-12.1,0.29,291.35867,153.6,290.7,0.867,2.125e-05,5762.0,-0.13,-2.125e-05,-155.0,369.47,0.232,44.424252,-110.19,FALSE POSITIVE,Kepler,1.257208765859285,12.694214876033058
3.03267135,3.2,101.0,1187.0,0.6,-0.061,-3.2,0.08,283.42911,42.4,187.65,0.921,1.374e-05,5640.0,-0.04,-1.374e-05,-113.0,468.31,0.131,47.59251,-91.73,CONFIRMED,Kepler,0.6514657980456026,13.249999999999998
5.34182466,4.1,115.0,1125.0,0.95,-0.202,-4.1,0.14,288.66077,70.5,159.1,1.135,4.112e-05,5767.0,-0.17,-4.112e-05,-104.0,379.09,0.165,43.36808,-140.91,CONFIRMED,Kepler,0.8370044052863436,17.195121951219512
2.131945045,13.4,162.0,1418.0,1.66,-0.102,-13.4,0.5,290.17618,269.4,848.6,1.013,6.449e-06,5845.0,-0.17,-6.449e-06,-223.0,955.16,0.305,46.698341,-293.98,CONFIRMED,Kepler,1.6386969397828233,20.104477611940297
12.9462567,12.7,161.0,764.0,1.13,-0.078,-12.7,0.29,295.46234,168.7,59.91,0.867,0.000293,6058.0,-0.1,-0.000293,-197.0,80.34,0.22,40.77697,-22.05,CONFIRMED,Kepler,1.303344867358708,13.283464566929133
5.77957133,24.3,81.0,598.0,1.5,-0.031,-24.3,0.08,289.74277,396.6,6.04,0.581,2.378e-05,4102.0,-0.08,-2.378e-05,-81.0,30.22,0.031,50.787041,-5.21,CONFIRMED,Kepler,2.581755593803787,16.320987654320987
6.77367892,12.1,154.0,1083.0,1.33,-0.134,-12.1,0.41,296.00543,150.7,289.79,1.072,6.332e-05,6392.0,-0.17,-6.332e-05,-220.0,324.84,0.334,44.71851,-108.64,CANDIDATE,Kepler,1.2406716417910448,12.454545454545453
5.22402436,3.7,109.0,941.0,0.58,-0.059,-3.7,0.05,292.76175,48.1,57.75,0.84,3.172e-05,5487.0,-0.05,-3.172e-05,-109.0,185.16,0.085,45.727242,-37.44,CANDIDATE,Kepler,0.6904761904761905,13.0
11.6601667,8.8,78.0,834.0,2.08,-0.1,-8.8,0.33,286.22464,181.0,47.66,1.083,0.0001024,5791.0,-0.19,-0.0001024,-86.0,114.36,0.172,44.654469,-25.61,CONFIRMED,Kepler,1.9205909510618653,20.568181818181817
89.465468,23.7,113.0,549.0,2.57,-0.691,-23.7,0.39,284.79694,67.9,9.53,2.46,0.001539,5192.0,-0.72,-0.001539,-113.0,21.43,0.372,45.099091,-11.28,FALSE POSITIVE,Kepler,1.0447154471544715,2.864978902953587
18.0161227,34.9,175.0,768.0,2.39,-0.145,-34.9,0.76,292.86984,499.5,77.53,1.065,0.0001088,6245.0,-0.33,-0.0001088,-219.0,82.38,0.339,46.741859,-29.08,CONFIRMED,Kepler,2.2441314553990614,14.312320916905446
40.8777605,35.8,178.0,526.0,29.55,-0.098,-35.8,9.27,292.35745,719.1,17.1,0.937,0.0004814,5930.0,-3.09,-0.0004814,-196.0,18.15,0.294,42.389149,-5.43,FALSE POSITIVE,Kepler,31.536819637139807,20.086592178770953
6.80243431,18.8,158.0,895.0,2.6,-0.07,-18.8,0.72,291.37408,249.1,123.05,0.816,6.377e-05,5836.0,-0.22,-6.377e-05,-175.0,151.72,0.225,40.263371,-39.45,FALSE POSITIVE,Kepler,3.186274509803922,13.25
84.5733346,50.5,164.0,366.0,2.59,-0.074,-50.5,0.58,295.62927,891.6,2.92,0.888,0.0006541,5418.0,-0.22,-0.0006541,-180.0,4.26,0.198,44.69062,-1.13,CONFIRMED,Kepler,2.9166666666666665,17.655445544554457
21.30181863,2.9,73.0,564.0,0.72,-0.031,-2.9,0.03,284.05954,87.3,3.55,0.781,7.799e-05,5437.0,-0.03,-7.799e-05,-81.0,23.89,0.034,44.518215,-3.14,CONFIRMED,Kepler,0.9218950064020486,30.103448275862068
4.14789051,9.9,79.0,1389.0,1.93,-0.223,-9.9,0.37,297.90579,137.6,434.93,1.417,3.408e-05,6150.0,-0.3,-3.408e-05,-79.0,878.32,0.272,40.162861,-286.13,CONFIRMED,Kepler,1.362032462949894,13.898989898989898
15.92108138,54.6,149.0,645.0,3.14,-0.08,-54.6,0.77,284.71988,716.8,29.53,0.82,5.037e-05,5595.0,-0.3,-5.037e-05,-166.0,40.88,0.201,46.25079,-11.36,CANDIDATE,Kepler,3.829268292682927,13.128205128205128
19.0054098,35.0,176.0,758.0,28.47,-0.133,-35.0,9.16,293.66885,542.4,74.12,1.036,6.04e-05,6347.0,-3.65,-6.04e-05,-220.0,78.19,0.333,46.37925,-26.61,CONFIRMED,Kepler,27.480694980694977,15.497142857142856
1.96433113,11.3,174.0,1638.0,1.33,-0.129,-11.3,0.46,297.40906,139.1,1739.51,1.121,1.611e-05,6306.0,-0.15,-1.611e-05,-261.0,1704.63,0.388,39.490292,-577.4,FALSE POSITIVE,Kepler,1.1864406779661019,12.309734513274336
2.81043228,3.1,81.0,1701.0,1.43,-0.567,-3.1,0.24,295.45367,47.4,885.15,2.079,2.115e-05,5415.0,-0.39,-2.115e-05,-72.0,1978.53,0.349,42.858799,-986.59,CANDIDATE,Kepler,0.6878306878306878,15.29032258064516
0.968527683,8.2,83.0,1677.0,1.21,-0.036,-8.2,0.16,289.88437,114.6,656.06,0.886,2.958e-06,5580.0,-0.05,-2.958e-06,-75.0,1867.0,0.114,45.211498,-239.17,CONFIRMED,Kepler,1.36568848758465,13.975609756097562
0.664074145,12.0,155.0,1703.0,1.19,-0.063,-12.0,0.16,291.27899,212.6,894.59,0.797,1.528e-06,5178.0,-0.09,-1.528e-06,-139.0,1998.48,0.107,47.687649,-478.26,CONFIRMED,Kepler,1.493099121706399,17.716666666666665
11.7489907,3.2,148.0,1114.0,1.01,-0.483,-3.2,0.53,293.50702,36.7,558.0,1.655,0.00014,6440.0,-0.29,-0.00014,-195.0,363.51,0.863,50.450119,-202.31,FALSE POSITIVE,Kepler,0.6102719033232629,11.46875
175.603366,38.2,175.0,348.0,2.87,-0.112,-38.2,0.95,287.75229,506.8,3.4,1.009,0.003232,6225.0,-0.32,-0.003232,-218.0,3.46,0.335,42.244781,-1.09,CANDIDATE,Kepler,2.8444003964321114,13.267015706806282
3.849371737,13.0,126.0,2034.0,12.94,-0.971,-13.0,1.8,294.35654,1298.6,1643.78,2.992,2.344e-06,6244.0,-4.2,-2.344e-06,-114.0,4055.29,0.416,38.94738,-2336.51,CONFIRMED,Kepler,4.324866310160427,99.89230769230768
0.366197145,21.4,88.0,9983.0,51.34,-7.056,-21.4,2.15,296.9679,275.3,407000.24,31.5,1.025e-06,4448.0,-11.5,-1.025e-06,-122.0,2335438.28,1.323,40.926769,-1077153.97,FALSE POSITIVE,Kepler,1.6298412698412699,12.864485981308412
4.164384505,20.8,76.0,590.0,2.54,-0.042,-20.8,0.19,298.25812,2338.0,7.06,0.508,2.155e-06,3808.0,-0.21,-2.155e-06,-84.0,28.75,0.037,47.604939,-6.62,CONFIRMED,Kepler,5.0,112.40384615384615
2.10433534,15.0,71.0,662.0,0.79,-0.048,-15.0,0.11,285.92889,242.1,17.7,0.433,4.467e-06,3605.0,-0.08,-4.467e-06,-85.0,45.34,0.058,38.520981,-12.75,CONFIRMED,Kepler,1.8244803695150116,16.14
28.8431751,58.8,168.0,491.0,2.66,-0.088,-58.8,0.3,298.73523,756.7,5.6,0.785,0.0002705,5151.0,-0.3,-0.0002705,-153.0,13.77,0.088,40.76416,-4.15,CONFIRMED,Kepler,3.388535031847134,12.86904761904762
1.378649746,165.0,68.0,734.0,6.51,-0.052,-165.0,0.52,285.18512,22462.0,17.82,0.439,4e-07,3440.0,-0.77,-4e-07,-75.0,68.34,0.035,49.565369,-19.72,FALSE POSITIVE,Kepler,14.829157175398633,136.13333333333333
1.112207126,5.4,162.0,1797.0,0.73,-0.1,-5.4,0.23,291.5321,54.7,2229.27,0.972,5.83e-06,6046.0,-0.07,-5.83e-06,-180.0,2467.09,0.3,50.681599,-707.62,FALSE POSITIVE,Kepler,0.7510288065843621,10.12962962962963
64.034363,53.7,155.0,411.0,3.47,-0.072,-53.7,0.8,284.11978,758.8,4.63,0.783,0.00104,5691.0,-0.32,-0.00104,-155.0,6.72,0.181,40.524281,-1.76,CANDIDATE,Kepler,4.431673052362708,14.130353817504654
1.303576682,13.9,180.0,1694.0,1.51,-0.102,-13.9,0.45,293.62442,245.5,1738.4,0.955,2.49e-06,6045.0,-0.16,-2.49e-06,-198.0,1940.45,0.285,38.732479,-585.44,FALSE POSITIVE,Kepler,1.581151832460733,17.66187050359712
1.958577398,23.1,177.0,1252.0,1.8,-0.06,-23.1,0.37,284.14609,453.0,380.92,0.816,8.678e-06,5402.0,-0.14,-8.678e-06,-160.0,579.19,0.169,40.272331,-138.38,FALSE POSITIVE,Kepler,2.2058823529411766,19.61038961038961
5.19103699,12.7,174.0,1183.0,1.92,-0.123,-12.7,0.64,293.12738,290.1,448.36,1.125,2.846e-05,6321.0,-0.21,-2.846e-05,-261.0,462.91,0.37,42.320099,-152.69,CONFIRMED,Kepler,1.7066666666666666,22.842519685039374
4.86638504,9.9,77.0,1121.0,1.32,-0.154,-9.9,0.2,282.99973,143.8,149.35,1.111,2.421e-05,5688.0,-0.18,-2.421e-05,-77.0,372.7,0.169,40.557449,-110.83,CONFIRMED,Kepler,1.1881188118811883,14.525252525252526
4.79176993,5.9,84.0,883.0,0.81,-0.055,-5.9,0.04,290.23987,116.6,24.58,0.756,3.298e-05,5138.0,-0.06,-3.298e-05,-77.0,143.74,0.036,39.564529,-27.4,FALSE POSITIVE,Kepler,1.0714285714285714,19.76271186440678
25.1933989,28.3,82.0,513.0,1.95,-0.063,-28.3,0.09,289.85889,481.2,2.7,0.84,0.0001689,5009.0,-0.15,-0.0001689,-75.0,16.34,0.038,48.693851,-3.18,CONFIRMED,Kepler,2.3214285714285716,17.003533568904594
0.759762021,4.4,173.0,2280.0,24.2,-0.14,-4.4,7.05,290.53607,227.0,5490.39,1.123,1.668e-06,6386.0,-3.02,-1.668e-06,-211.0,6419.35,0.327,40.705849,-2119.33,FALSE POSITIVE,Kepler,21.549421193232412,51.590909090909086
4.790912471,23.9,78.0,717.0,2.25,-0.037,-23.9,0.07,288.9039,360.7,8.83,0.676,7.96e-06,4359.0,-0.12,-7.96e-06,-87.0,62.51,0.021,39.154209,-10.98,CANDIDATE,Kepler,3.328402366863905,15.092050209205022
6.49441464,23.6,141.0,732.0,1.75,-0.071,-23.6,0.12,284.58578,357.3,18.62,0.742,3.126e-05,4769.0,-0.17,-3.126e-05,-127.0,68.05,0.048,47.079529,-18.1,CONFIRMED,Kepler,2.358490566037736,15.139830508474576
2.576571021,14.6,77.0,717.0,1.57,-0.041,-14.6,0.09,292.29459,852.8,12.91,0.539,1.951e-06,3834.0,-0.12,-1.951e-06,-84.0,62.42,0.03,40.591789,-13.65,CONFIRMED,Kepler,2.9128014842300556,58.410958904109584
28.4750006,38.4,82.0,489.0,2.64,-0.06,-38.4,0.1,285.86929,763.8,2.04,0.831,0.0001944,4996.0,-0.19,-0.0001944,-74.0,13.5,0.032,42.728088,-2.55,CONFIRMED,Kepler,3.176895306859206,19.890625
14.7966306,2.7,110.0,874.0,0.98,-0.135,-2.7,0.16,281.83533,56.1,64.27,1.307,0.0001258,6175.0,-0.1,-0.0001258,-134.0,138.25,0.22,44.155918,-36.42,CONFIRMED,Kepler,0.7498087222647284,20.77777777777778
11.25401871,29.2,163.0,888.0,2.42,-0.185,-29.2,0.75,280.25839,433.4,132.97,1.118,6.513e-05,5995.0,-0.4,-6.513e-05,-199.0,147.13,0.344,43.835758,-57.61,CONFIRMED,Kepler,2.1645796064400713,14.842465753424657
9.18244299,4.8,124.0,1052.0,1.24,-0.2,-4.8,0.23,290.99527,87.6,151.21,1.314,6.703e-05,6194.0,-0.19,-6.703e-05,-136.0,289.74,0.244,45.192211,-99.18,CONFIRMED,Kepler,0.943683409436834,18.25
14.6134781,5.2,124.0,901.0,1.12,-0.2,-5.2,0.21,290.99527,72.8,81.34,1.314,0.0001556,6194.0,-0.17,-0.0001556,-136.0,155.87,0.244,45.192211,-53.36,CONFIRMED,Kepler,0.8523592085235921,13.999999999999998
119.682075,52.1,162.0,351.0,30.39,-0.086,-52.1,8.57,291.20081,1704.1,3.01,0.911,0.002821,5778.0,-2.87,-0.002821,-182.0,3.59,0.257,38.747849,-1.0,FALSE POSITIVE,Kepler,33.3589462129528,32.70825335892514
42.9923284,37.1,111.0,496.0,3.32,-0.075,-37.1,0.42,296.13281,1120.1,5.44,0.945,0.0001741,5593.0,-0.27,-0.0001741,-111.0,14.33,0.122,48.977402,-3.12,CONFIRMED,Kepler,3.513227513227513,30.19137466307277
6.88341278,15.9,74.0,1080.0,2.63,-0.043,-15.9,0.07,284.63519,487.4,32.39,1.193,1.336e-05,6139.0,-0.09,-1.336e-05,-86.0,321.63,0.029,40.71983,-39.17,CONFIRMED,Kepler,2.20452640402347,30.654088050314463
4.593595496,585.0,173.0,1022.0,44.14,-0.086,-585.0,12.88,297.46594,45034.0,227.21,0.884,7.222e-06,5717.0,-4.29,-7.222e-06,-190.0,258.12,0.258,48.089329,-74.38,FALSE POSITIVE,Kepler,49.932126696832576,76.98119658119658
197.5111484,16.0,124.0,391.0,9.52,-0.378,-16.0,1.56,289.65125,2575.6,2.65,1.674,0.0003637,5616.0,-2.15,-0.0003637,-90.0,5.54,0.275,43.824421,-2.43,CONFIRMED,Kepler,5.6869772998805255,160.975
11.1726723,4.7,124.0,1019.0,1.5,-0.378,-4.7,0.24,289.65125,76.8,122.24,1.674,0.0001114,5616.0,-0.34,-0.0001114,-90.0,255.06,0.275,43.824421,-111.75,CONFIRMED,Kepler,0.8960573476702509,16.340425531914892
2.53573284,3.0,124.0,1671.0,1.36,-0.378,-3.0,0.23,289.65125,68.0,882.93,1.674,1.109e-05,5616.0,-0.3,-1.109e-05,-90.0,1842.18,0.275,43.824421,-807.12,CONFIRMED,Kepler,0.8124253285543609,22.666666666666668
6.79164656,6.4,115.0,994.0,1.01,-0.147,-6.4,0.15,287.79819,102.6,97.53,1.003,4.313e-05,5772.0,-0.14,-4.313e-05,-104.0,230.81,0.147,45.656712,-74.49,CONFIRMED,Kepler,1.0069790628115654,16.031249999999996
11.8376933,8.1,115.0,826.0,1.0,-0.147,-8.1,0.15,287.79819,92.9,46.5,1.003,0.0001051,5772.0,-0.15,-0.0001051,-104.0,110.03,0.147,45.656712,-35.51,CONFIRMED,Kepler,0.9970089730807579,11.469135802469138
18.5525162,50.5,166.0,612.0,2.53,-0.071,-50.5,0.65,294.57623,771.5,25.75,0.829,0.0001372,5569.0,-0.21,-0.0001372,-182.0,33.14,0.213,38.45697,-8.88,CONFIRMED,Kepler,3.051869722557298,15.277227722772277
47.3659328,54.8,169.0,481.0,11.97,-0.107,-54.8,3.3,289.88446,757.0,10.47,0.902,0.0008396,5708.0,-1.42,-0.0008396,-186.0,12.62,0.249,41.906551,-4.03,CANDIDATE,Kepler,13.270509977827052,13.813868613138688
13.3669309,2.2,75.0,656.0,0.27,-0.026,-2.2,0.01,284.05954,12.2,5.64,0.772,0.0003599,5417.0,-0.01,-0.0003599,-75.0,43.71,0.026,44.518215,-5.1,CONFIRMED,Kepler,0.34974093264248707,5.545454545454545
1.045492348,1.8,164.0,2291.0,0.83,-0.384,-1.8,0.18,289.0787,28.7,4201.27,1.457,6.576e-06,6057.0,-0.22,-6.576e-06,-164.0,6522.69,0.314,39.04034,-3352.96,FALSE POSITIVE,Kepler,0.5696636925188744,15.944444444444443
4.86634094,28.9,82.0,881.0,1.94,-0.06,-28.9,0.07,285.86929,366.7,21.52,0.831,2.5e-05,4996.0,-0.14,-2.5e-05,-74.0,142.39,0.032,42.728088,-26.92,CONFIRMED,Kepler,2.3345367027677497,12.688581314878894
5.60402307,14.1,97.0,774.0,1.25,-0.037,-14.1,0.07,299.38159,224.9,16.41,0.737,1.164e-05,4847.0,-0.06,-1.164e-05,-97.0,84.65,0.037,45.592239,-14.22,CONFIRMED,Kepler,1.6960651289009498,15.950354609929079
13.0313583,31.8,74.0,774.0,2.88,-0.148,-31.8,0.43,299.16953,573.3,34.0,1.071,0.0001042,5514.0,-0.4,-0.0001042,-74.0,84.94,0.163,43.44109,-25.17,CONFIRMED,Kepler,2.689075630252101,18.028301886792452
40.9905002,22.1,79.0,627.0,2.41,-0.27,-22.1,0.42,287.83847,297.3,16.62,1.41,0.0004401,5842.0,-0.46,-0.0004401,-70.0,36.5,0.246,43.153229,-13.77,CONFIRMED,Kepler,1.7092198581560285,13.452488687782806
57.2932309,57.0,144.0,355.0,1.95,-0.07,-57.0,0.14,285.29193,773.6,1.09,0.729,0.0005315,4806.0,-0.18,-0.0005315,-129.0,3.76,0.051,41.255692,-1.0,CONFIRMED,Kepler,2.674897119341564,13.571929824561403
8.00504749,13.2,157.0,1035.0,1.52,-0.123,-13.2,0.51,296.30197,187.5,262.66,1.101,5.083e-05,6398.0,-0.17,-5.083e-05,-224.0,271.68,0.37,50.672321,-85.79,CONFIRMED,Kepler,1.3805631244323342,14.204545454545455
12.13070414,15.1,157.0,901.0,1.61,-0.123,-15.1,0.54,296.30197,211.2,150.68,1.101,9.622e-05,6398.0,-0.18,-9.622e-05,-224.0,155.85,0.37,50.672321,-49.21,CONFIRMED,Kepler,1.4623069936421436,13.986754966887418
5.61357653,11.7,157.0,1165.0,1.41,-0.123,-11.7,0.48,296.30197,162.3,421.15,1.101,3.842e-05,6398.0,-0.16,-3.842e-05,-224.0,435.61,0.37,50.672321,-137.56,CONFIRMED,Kepler,1.2806539509536785,13.871794871794874
29.2254372,12.7,190.0,614.0,1.35,-0.111,-12.7,0.44,292.32419,174.1,33.79,1.008,0.0002303,6049.0,-0.15,-0.0002303,-211.0,33.69,0.333,43.033451,-10.54,CANDIDATE,Kepler,1.3392857142857144,13.708661417322835
1.33255087,10.9,172.0,1728.0,1.19,-0.178,-10.9,0.34,294.53516,123.3,1832.52,1.054,1.671e-05,5774.0,-0.2,-1.671e-05,-190.0,2107.29,0.305,46.506149,-834.0,FALSE POSITIVE,Kepler,1.129032258064516,11.311926605504587
40.8792243,20.2,160.0,437.0,1.62,-0.061,-20.2,0.25,292.36026,413.6,4.37,0.72,0.0003947,5383.0,-0.14,-0.0003947,-160.0,8.59,0.114,42.398022,-2.21,FALSE POSITIVE,Kepler,2.2500000000000004,20.475247524752476
18.8262877,47.0,184.0,591.0,2.34,-0.109,-47.0,0.33,285.14264,795.8,14.37,0.845,0.0001114,5215.0,-0.3,-0.0001114,-184.0,28.85,0.12,49.800671,-9.89,CONFIRMED,Kepler,2.769230769230769,16.93191489361702
13.9034057,19.6,265.0,646.0,1.55,-0.088,-19.6,0.31,299.29227,261.4,30.82,0.819,0.0001007,5261.0,-0.16,-0.0001007,-265.0,41.08,0.163,41.15308,-14.46,CANDIDATE,Kepler,1.8925518925518927,13.336734693877549
3.41045981,6.8,100.0,892.0,1.06,-0.024,-6.8,0.07,286.75278,136.2,35.07,0.651,1.361e-05,4983.0,-0.04,-1.361e-05,-100.0,149.88,0.044,49.064911,-21.68,CONFIRMED,Kepler,1.6282642089093702,20.02941176470588
4.76702759,13.6,152.0,1046.0,1.19,-0.133,-13.6,0.31,297.46362,163.4,219.67,0.937,2.46e-05,5629.0,-0.17,-2.46e-05,-152.0,282.97,0.247,48.181412,-96.24,CONFIRMED,Kepler,1.270010672358591,12.014705882352942
13.62801048,38.7,192.0,639.0,3.28,-0.109,-38.7,0.42,284.6062,912.8,18.78,0.855,6.229e-05,5052.0,-0.42,-6.229e-05,-174.0,39.48,0.109,41.196381,-13.36,CONFIRMED,Kepler,3.8362573099415203,23.586563307493538
53.3580444,39.4,82.0,474.0,3.41,-0.124,-39.4,0.45,291.55051,736.1,4.33,1.036,0.0005713,5481.0,-0.41,-0.0005713,-74.0,11.94,0.138,50.825611,-3.18,CANDIDATE,Kepler,3.2915057915057915,18.68274111675127
16.83203175,16.1,74.0,690.0,1.86,-0.099,-16.1,0.25,294.00946,326.0,19.29,1.008,8.532e-05,5518.0,-0.18,-8.532e-05,-83.0,53.44,0.137,42.880772,-12.54,CONFIRMED,Kepler,1.8452380952380953,20.248447204968944
13.37499553,31.4,78.0,703.0,2.01,-0.117,-31.4,0.2,283.1788,458.1,16.38,0.961,4.819e-05,5263.0,-0.24,-4.819e-05,-78.0,57.85,0.096,41.989922,-15.82,FALSE POSITIVE,Kepler,2.0915712799167534,14.589171974522294
4.35370136,17.2,179.0,1179.0,1.33,-0.177,-17.2,0.35,295.26068,168.9,372.13,0.985,2.87e-05,5992.0,-0.24,-2.87e-05,-179.0,456.83,0.266,40.766392,-184.55,FALSE POSITIVE,Kepler,1.350253807106599,9.819767441860465
134.96694,16.5,146.0,385.0,0.87,-0.107,-16.5,0.43,291.39886,68.4,7.36,1.053,0.01484,6154.0,-0.09,-0.01484,-186.0,5.18,0.511,38.228611,-1.49,FALSE POSITIVE,Kepler,0.8262108262108263,4.1454545454545455
1.385787741,5.5,84.0,1008.0,0.55,-0.031,-5.5,0.03,287.1427,85.4,45.34,0.6,4.397e-06,4239.0,-0.03,-4.397e-06,-84.0,245.15,0.028,43.616051,-41.64,CONFIRMED,Kepler,0.9166666666666667,15.52727272727273
